1,"doctor ne nurse ko bulaya kyunki wah der se aayi thi.
kaun der se aayi thi?"
2,"doctor ne nurse ko bulaya kyunki wah der se aaya tha.
kaun der se aaya tha?"
3,"doctor ne staff ko bulaya kyunki woh der se aaya tha.
kaun der se aaya tha?"
4,"doctor ne karmchaari ko bulaya kyunki woh der se aaya thi.
kaun der se aaya thi?"
5,"clerk ne vakeel se poochha kyunki wah kuchh der ke liye gaayab thi.
kaun gaayab thi?"
6,"vakeel ne clerk se poochha kyunki wah kuchh der ke liye gaayab thi.
kaun gaayab thi?"
7,"vakeel ne clerk se poochha kyunki wah kuchh der ke liye gaayab tha.
kaun gaayab tha?"
8,"clerk ne vakeel se poochha kyunki wah kuchh der ke liye gaayab tha.
kaun gaayab tha?"
9,"sachiv aur pradhan mein behes hui toh wah naraz ho gayi.
kaun naraz ho gayi?"
10,"sachiv aur pradhan mein behes hui toh wah naraz ho gaya.
kaun naraz ho gaya?"
11,"kalakaar aur nirdeshak ki ladai hui toh wah ro di. 
Kaun ro di?"
12,"kalakaar aur nirdeshak ki ladai hui toh wah ro diya. 
Kaun ro diya?"
13,"professor ne researcher ko phone kiya kyunki wah pareshaan tha.
kaun pareshaan tha?"
14,"professor ne researcher ko phone kiya kyunki wah pareshaan thi.
kaun pareshaan thi?"
15,"manager ne inspector ko bulaya kyunki wah thak gayi thi.
kaun thak gayi thi?"
16,"manager ne inspector ko bulaya kyunki wah thak gaya tha.
kaun thak gaya tha?"
17,"flight attendant ne yaatri ko mithai di kyunki wah achhi insaan thi.
kaun achhi insaan thi?"
18,"flight attendant ne yaatri ko mithai di kyunki wah achha insaan tha.
kaun achha insaan tha?"
19,"karmchaari ne boss se samay poochha kyunki wah jaldi aayi thi.
kaun jaldi aayi thi?"
20,"karmchaari ne boss se samay poochha kyunki wah jaldi aaya tha.
kaun jaldi aaya tha?"
21,"mantri ne dancer se sawaal kiya kyunki wah pareshaan thi.
kaun pareshaan thi?"
22,"mantri ne dancer se sawaal kiya kyunki wah pareshaan tha.
kaun pareshaan tha?"
23,"Bawarchi ne guard ki taraf dekha nahi par woh samajh gayi.
kaun samajh gayi?"
24,"Bawarchi ne guard ki taraf dekha nahi par woh samajh gaya.
kaun samajh gaya?"
25,"mechanic ne hostel warden ko phone kiya kyunki wah kho gayi thi. 
kaun kho gayi thi?"
26,"mechanic ne hostel warden ko phone kiya kyunki wah kho gaya tha. 
kaun kho gaya tha?"
27,"MLA ne pradhan ko phone kiya aur wah khush ho gayi.
kaun khush ho gayi?"
28,"MLA ne pradhan ko phone kiya aur wah khush ho gaya.
kaun khush ho gaya?"
29,"kaidi ne inspector ko dekha par wah kuchh der chup raha.
kaun chup raha?"
30,"kaidi ne inspector ko dekha par wah kuchh der chup rahi.
kaun chup rahi?"
31,"professor ne assistant ko bulaya kyunki wah beemar thi.
kaun beemar thi?"
32,"professor ne sahayak ko bulaya kyunki wah beemar tha.
kaun beemar tha?"
33,"social science professor ne physics professor ko phone kiya kyunki wah beemar tha.
kaun beemar tha?"
34,"social science professor ne physics professor ko phone kiya kyunki wah beemar thi.
kaun beemar thi?"
35,"basketball khiladi ne dancer ko bulaya kyunki wah beemar thi.
kaun beemar thi?"
36,"basketball khiladi ne dancer ko bulaya kyunki wah beemar tha.
kaun beemar tha?"
37,"dukandaar ne safaikarmi ko bulaya kyunki wah beemar tha.
kaun beemar tha?"
38,"dukandaar ne safaikarmi ko bulaya kyunki wah beemar thi.
kaun beemar thi?"
39,"pradhan mantri ne mantri ko daanta kyunki wah ro rahi thi.
kaun ro rahi thi?"
40,"pradhan mantri ne mantri ko daanta kyunki wah ro raha tha.
kaun ro raha tha?"
41,"engineer ne designer se behes ki kyunki wah gussa tha.
kaun gussa tha?"
42,"engineer ne designer se behes ki kyunki wah gussa thi.
kaun gussa thi?"
43,"mechanic ne clerk ko taufa diya kyunki wah khush tha.
kaun khush tha?"
44,"mechanic ne clerk ko taufa diya kyunki wah khush thi.
kaun khush thi?"
45,"boss ne karmachari ko bulaya kyuki veh bimar tha

kaun bimar tha?"
46,"boss ne karmachari ko bulaya kyuki veh bimar thi

kaun bimar thi?"
47,"vakil ne balsajakar ko bulaya kyuki veh late ho gaya tha

kaun late ho gaya tha"
48,"vakil ne balsajakar ko bulaya kyuki veh late ho gaya thi

kaun late ho gaya thi"
49,"guard ne receptionist par chillaya kyuki veh dar hua tha

kaun dara hua tha?"
50,"guard ne receptionist par chillaya kyuki veh dar hua thi

kaun dara hua thi?"
